name,name_pt,category,subcategory,description,wikipedia_url,sipa_id,external_osm_id,lat,lon,source,image,images
Quinta da Regaleira,Quinta da Regaleira,palace,"Romântico, Esotérico","A atual estrutura foi construída entre 1904 e 1910, encomendada por António Augusto Carvalho Monteiro, sob a direção do arquiteto italiano Luigi Manini. Este é um complexo palaciano e rural que mistura estilos romântico, gótico, renascentista e manuelino, com forte simbologia mística e esotérica, incluindo referências à Maçonaria e aos Templários. O palácio, a capela, os poços iniciáticos, grutas, lagos e jardins formam um conjunto arquitetónico e paisagístico único, rico em elementos decorativos e passagens secretas, refletindo os interesses do seu proprietário.",https://pt.wikipedia.org/wiki/Quinta_da_Regaleira,15266,,38.7961,-9.3929,Batch: Lisboa,https://upload.wikimedia.org/wikipedia/commons/e/e8/Quinta_da_Regaleira_-_Sintra%2C_Portugal.jpg,[]
"Fortifications of Elvas, including Nossa Senhora da Graça Fort and Amoreira Aqueduct","Fortificações de Elvas, incluindo o Forte de Nossa Senhora da Graça e o Aqueduto da Amoreira",castle,"Arquitetura Militar, Fortaleza Abaluartada","O Forte de Nossa Senhora da Graça foi construído entre 1763 e 1792, sob a direção do arquiteto francês Guillaume Louis Antoine de Valleré, sendo um dos mais notáveis exemplos de arquitetura militar abaluartada do século XVIII em Portugal. Integrado no sistema de Fortificações de Elvas, classificado como Património Mundial pela UNESCO, este forte apresenta uma planta em estrela com quatro baluartes e revelins, rodeado por fossos profundos. A sua função principal era a defesa da cidade de Elvas contra invasões. O sistema defensivo de Elvas, no seu conjunto, inclui também o emblemático Aqueduto da Amoreira, iniciado em 1537 pelo arquiteto Francisco de Arruda e concluído no século XVII, essencial para o abastecimento de água à cidade, permitindo-lhe resistir a longos cercos. O conjunto de Elvas é um testemunho excecional da evolução da arquitetura militar europeia.",https://pt.wikipedia.org/wiki/Forte_de_Nossa_Senhora_da_Gra%C3%A7a,,,38.8872,-7.1729,Batch: Portalegre,https://upload.wikimedia.org/wikipedia/commons/e/ee/Forte_de_Nossa_Senhora_da_Gra%C3%A7a.jpg,[]
Marvão Castle,Castelo de Marvão,castle,"Castelo Medieval, Arquitetura Militar","O Castelo de Marvão, com as suas origens a remontar ao século IX, teve a sua forma atual consolidada a partir do século XIII, após a reconquista cristã, sob o reinado de D. Afonso III e D. Dinis. Não existe um único arquiteto principal conhecido para a sua construção inicial, mas o seu desenho e adaptações ao longo dos séculos refletem a engenharia militar medieval. É um exemplo notável de fortificação gótica e românica, adaptada à topografia do cume rochoso, o que lhe confere uma defesa natural imponente. As suas muralhas, torres e alcáçova proporcionam uma vista panorâmica inigualável sobre a Serra de São Mamede e a fronteira espanhola, destacando-se como um dos castelos medievais mais bem preservados de Portugal.",https://pt.wikipedia.org/wiki/Castelo_de_Marv%C3%A3o,,,39.4,-7.3797,Batch: Portalegre,https://upload.wikimedia.org/wikipedia/commons/e/e1/Marv%C3%A3o_Castle_01.jpg,[]
Castelo de Vide Castle,Castelo de Castelo de Vide,castle,"Castelo Medieval, Arquitetura Militar","O Castelo de Castelo de Vide, embora com vestígios que remontam aos séculos XII e XIII, teve a sua estrutura principal consolidada no século XIV, nomeadamente sob o reinado de D. Dinis e D. Pedro I, sem um arquiteto único atribuído. É um exemplo de arquitetura militar gótica e românica, com adições posteriores que refletem a evolução das técnicas defensivas. O castelo e a cerca amuralhada da vila medieval são elementos cruciais da história local, protegendo um dos bairros judeus mais bem preservados de Portugal. A sua torre de menagem imponente e as muralhas robustas são testemunho da importância estratégica da região. A cisterna do castelo é também um elemento notável.",https://pt.wikipedia.org/wiki/Castelo_de_Castelo_de_Vide,,,39.4214,-7.4578,Batch: Portalegre,https://upload.wikimedia.org/wikipedia/commons/c/c8/Castelo_de_Castelo_de_Vide.jpg,[]
Portalegre Cathedral,Sé Catedral de Portalegre,church,"Catedral, Maneirismo, Renascimento","A Sé Catedral de Portalegre, oficialmente Catedral de Nossa Senhora da Assunção, foi edificada a partir de 1556, sob a direção do arquiteto Afonso Álvares, com intervenções de outros mestres como Luís de Alcáçova. A sua construção estendeu-se até ao século XVII. É um notável exemplar da arquitetura maneirista portuguesa, com elementos renascentistas e barrocos. A sua fachada imponente esconde um interior de três naves, capelas laterais e um retábulo-mor barroco de grande riqueza. O claustro é um elemento de grande beleza e serenidade, complementando a majestosidade do edifício religioso.",https://pt.wikipedia.org/wiki/S%C3%A9_Catedral_de_Portalegre,,,39.2947,-7.6169,Batch: Portalegre,https://upload.wikimedia.org/wikipedia/commons/e/e1/Portugal_Portalegre_Cathedral.jpg,[]
Flor da Rosa Monastery (Crato),Mosteiro de Santa Maria de Flor da Rosa (Crato),church,"Mosteiro, Gótico, Manuelino, Ordem dos Hospitalários","O Mosteiro de Santa Maria de Flor da Rosa, em Crato, tem as suas origens no século XIV, com a sua construção inicial atribuída ao arquiteto e mestre de obras Frei João, sob a encomenda de D. Álvaro Gonçalves Pereira, pai do Condestável D. Nuno Álvares Pereira. Foi fundado em 1356 como sede da Ordem dos Hospitalários em Portugal. Apresenta uma fascinante mistura de estilos gótico, manuelino e renascentista, resultado de sucessivas intervenções e reconstruções ao longo dos séculos. Atualmente, parte do mosteiro foi adaptada para uma Pousada de Portugal, mas a igreja fortificada e a casa capitular mantêm a sua imponente presença e valor histórico, refletindo a importância militar e religiosa da Ordem.",https://pt.wikipedia.org/wiki/Mosteiro_de_Santa_Maria_de_Flor_da_Rosa,,,39.2736,-7.8288,Batch: Portalegre,https://upload.wikimedia.org/wikipedia/commons/4/4e/Mosteiro_de_Santa_Maria_de_Flor_da_Rosa_Pousada_do_Crato_Portugal.jpg,[]
Portalegre Pillory,Pelourinho de Portalegre,monument,"Pelourinho, Manuelino","O Pelourinho de Portalegre, datado do século XVI, é um marco histórico importante que simboliza a autonomia municipal e a administração da justiça. Não existe um arquiteto único registado para a sua construção, sendo o resultado da mestria dos canteiros da época. É um exemplar notável do estilo manuelino, com um fuste em espiral helicoidal e elementos decorativos característicos do período, como a esfera armilar. Localizado no centro histórico da cidade, este pelourinho é um testemunho da riqueza arquitetónica e da importância de Portalegre na época dos Descobrimentos.",https://pt.wikipedia.org/wiki/Pelourinho_de_Portalegre,,,39.2949,-7.6166,Batch: Portalegre,https://upload.wikimedia.org/wikipedia/commons/4/41/Pelourinho_de_Portalegre_%281%29.jpg,[]
Dom Luís I Bridge,Ponte Dom Luís I,monument,Ponte,"Construída entre 1881 e 1886, com projeto do engenheiro belga Théophile Seyrig, um ex-sócio de Gustave Eiffel, esta ponte é um notável exemplo da arquitetura do ferro do século XIX. A ponte de dois tabuleiros atravessa o rio Douro, ligando o Porto a Vila Nova de Gaia. É conhecida pela sua estrutura em arco metálico e é um ícone da cidade, classificada como Património Mundial da UNESCO.",https://pt.wikipedia.org/wiki/Ponte_Lu%C3%ADs_I,PT011312150073,,41.139,-8.6111,Batch: Porto,https://upload.wikimedia.org/wikipedia/commons/e/ed/Ponte_D._Lu%C3%ADs_I_e_Ribeira_do_Porto.jpg,[]
Porto Cathedral,Sé do Porto,church,"Catedral, Românico, Gótico, Barroco","Iniciada no século XII, por volta de 1110, e concluída nas suas feições góticas e barrocas por vários arquitetos ao longo dos séculos, incluindo o arquiteto João da Costa (fachada principal no século XVIII) e Nicolau Nasoni (loggia barroca), a Sé do Porto é um dos edifícios mais antigos e importantes da cidade. De estilo românico original, sofreu extensas remodelações nos séculos XIII, XIV, XVII e XVIII, incorporando elementos góticos e barrocos. O seu aspeto atual deve-se em grande parte às reformas do século XVIII, que alteraram a fachada e adicionaram a famosa loggia de Nasoni. O claustro gótico é um dos seus pontos mais notáveis.",https://pt.wikipedia.org/wiki/S%C3%A9_do_Porto,PT011312150036,,41.1435,-8.611,Batch: Porto,https://upload.wikimedia.org/wikipedia/commons/b/b5/Porto_Cathedral_from_afar_01.jpg,[]
Clérigos Tower,Torre dos Clérigos,monument,"Torre, Barroco","Projetada e construída entre 1754 e 1763 pelo arquiteto italiano Nicolau Nasoni, a Torre dos Clérigos é um dos mais emblemáticos ex-libris da cidade do Porto e da arquitetura barroca em Portugal. Integrada na Igreja dos Clérigos, mas funcionando como um elemento autónomo e icónico, esta torre de granito atinge 75,6 metros de altura, sendo a mais alta de Portugal na sua época. A sua construção foi financiada pela Irmandade dos Clérigos Pobres e é um exemplo notável do barroco joanino. Oferece vistas panorâmicas sobre a cidade.",https://pt.wikipedia.org/wiki/Torre_dos_Cl%C3%A9rigos,PT011312150058,,41.1457,-8.6146,Batch: Porto,https://upload.wikimedia.org/wikipedia/commons/8/87/Porto_Clerigos_Tower.jpg,[]
Stock Exchange Palace,Palácio da Bolsa,palace,"Neoclássico, Neomourisco, Monumento Nacional","Construído a partir de 1842 pelo arquiteto Joaquim da Costa Lima Sampaio, e com contribuições de vários artistas e arquitetos ao longo do século XIX, incluindo Gustave Eiffel (estrutura metálica do Pátio das Nações) e António da Silva Leal (Sala Árabe), o Palácio da Bolsa é um edifício neoclássico que serviu como sede da Associação Comercial do Porto. Erguido no local do antigo Convento de São Francisco, incendiado em 1832, o palácio é famoso pelos seus sumptuosos interiores, em particular o Pátio das Nações, coberto por uma cúpula metálica e envidraçada, e a opulenta Sala Árabe, inspirada no Palácio de Alhambra, que reflete o gosto orientalista do século XIX.",https://pt.wikipedia.org/wiki/Pal%C3%A1cio_da_Bolsa,PT011312150048,,41.1408,-8.6144,Batch: Porto,https://upload.wikimedia.org/wikipedia/commons/5/52/Pal%C3%A1cio_da_Bolsa_-_Porto_-_Portugal.jpg,[]
Crystal Palace Gardens,Jardins do Palácio de Cristal,park,Jardim Romântico,"Os Jardins do Palácio de Cristal, projetados em 1860 pelo paisagista alemão Émile David, foram criados para envolver o antigo Palácio de Cristal (que foi demolido e substituído pelo Pavilhão Rosa Mota na década de 1950). Este parque romântico oferece vistas panorâmicas sobre o rio Douro e a cidade. Os jardins são notáveis pela sua diversidade botânica, lagos, fontes, e pavões que vagueiam livremente. Mantêm a estrutura original do século XIX, com vários espaços temáticos, como o Jardim Émile David, o Jardim das Plantas Aromáticas e Medicinais, e o Bosque.",https://pt.wikipedia.org/wiki/Jardins_do_Pal%C3%A1cio_de_Cristal,,,41.1466,-8.6253,Batch: Porto,https://upload.wikimedia.org/wikipedia/commons/2/23/Porto_-_Jardins_do_Pal%C3%A1cio_de_Cristal_-_panoramio.jpg,[]
Forte de São João da Foz,Forte de São João da Foz,castle,"Forte, Arquitetura Militar, Quinhentista","Construído a partir do século XVI (por volta de 1570, com reformulações nos séculos XVII e XVIII), o Forte de São João da Foz é uma fortificação costeira estratégica localizada na foz do rio Douro, no Porto. A sua construção foi iniciativa de D. Sebastião para proteger a entrada do Douro, sendo posteriormente reforçado e remodelado, particularmente sob a direção dos arquitetos e engenheiros militares da coroa portuguesa. De planta poligonal irregular, com baluartes e muralhas robustas, é um exemplo da arquitetura militar quinhentista e posteriores adaptações. Desempenhou um papel crucial na defesa da cidade contra ataques marítimos e invasões, mantendo ainda hoje a sua imponente presença na paisagem costeira.",https://pt.wikipedia.org/wiki/Forte_de_S%C3%A3o_Jo%C3%A3o_da_Foz,PT011312060002,,41.1492,-8.6738,Batch: Porto,https://upload.wikimedia.org/wikipedia/commons/0/07/Porto_Forte_S%C3%A3o_Jo%C3%A3o_da_Foz_do_Douro.jpg,[]
Convent of Christ,Convento de Cristo,church,"Manuelino, Convento, Castelo","O Convento de Cristo foi inicialmente construído a partir de 1160, pelo Mestre Gualdim Pais, Grão-Mestre da Ordem dos Templários. O complexo evoluiu ao longo dos séculos, incorporando estilos românico, gótico, manuelino, renascentista e barroco. A famosa Charola, ou Rotunda dos Templários, remonta ao século XII. Durante o século XVI, o arquiteto João de Castilho foi responsável pelo claustro principal (Claustro Grande) e Diogo de Arruda pelo notável portal manuelino da igreja (Janela do Capítulo) por volta de 1510-1515. O Convento serviu como sede da Ordem dos Templários em Portugal e, após a sua extinção, da Ordem de Cristo, desempenhando um papel crucial na Era dos Descobrimentos.",https://pt.wikipedia.org/wiki/Convento_de_Cristo,461,,39.6067,-8.414,Batch: Santarém,https://upload.wikimedia.org/wikipedia/commons/e/ea/Convento_de_Cristo_Tomar.jpg,[]
Almourol Castle,Castelo de Almourol,castle,"Templário, Castelo","O Castelo de Almourol, na sua forma atual, foi reconstruído em 1171 por D. Gualdim Pais, mestre da Ordem dos Templários, sobre as ruínas de uma fortificação romana e visigótica anterior. A sua arquitetura é tipicamente templária, com uma torre de menagem central e muralhas ameadas. A sua localização singular numa pequena ilha rochosa no rio Tejo confere-lhe um aspeto místico e defensivo. Foi adaptado durante o período romântico no século XIX para se adequar ao imaginário da época.",https://pt.wikipedia.org/wiki/Castelo_de_Almourol,1756,,39.4631,-8.4239,Batch: Santarém,https://upload.wikimedia.org/wikipedia/commons/e/e5/Castelo_de_Almourol%2C_Vila_Nova_da_Barquinha%2C_Portugal_-_D.jpg,[]
Aqueduct of Pegões,Aqueduto dos Pegões,monument,"Aqueduto, Maneirista","Construído entre 1593 e 1614 pelos arquitetos Filippo Terzi e, mais tarde, Pedro Fernandes da Silva, o Aqueduto dos Pegões é uma notável obra de engenharia hidráulica do período filipino. O aqueduto foi concebido para abastecer de água o Convento de Cristo em Tomar, atravessando um vale profundo com os seus imponentes arcos. A sua arquitetura é de estilo maneirista, caracterizada pela monumentalidade e funcionalidade.",https://pt.wikipedia.org/wiki/Aqueduto_dos_Peg%C3%B5es,565,,39.605,-8.435,Batch: Santarém,https://upload.wikimedia.org/wikipedia/commons/a/ad/Aqueducto_Dos_Pegoes%2C_Tomar%2C_Portugal.jpg,[]
Garden of Portas do Sol (Viewpoint),Jardim das Portas do Sol,viewpoint,"Miradouro, Jardim, Muralhas","O Jardim das Portas do Sol, embora a sua forma atual seja um projeto paisagístico do século XX, ocupa o local do antigo Castelo de Santarém, cujas origens remontam ao século VIII, durante a ocupação islâmica, e foi significativamente reconstruído após a Reconquista Cristã no século XII. O local oferece uma vista panorâmica sobre o rio Tejo e a lezíria. As muralhas remanescentes, de origem medieval, testemunham a importância estratégica da fortaleza. Não há um arquiteto único para o conjunto, mas as intervenções paisagísticas modernas são de meados do século XX.",https://pt.wikipedia.org/wiki/Jardim_das_Portas_do_Sol,1475,,39.2333,-8.6833,Batch: Santarém,https://upload.wikimedia.org/wikipedia/commons/b/b3/Jardim_das_Portas_do_Sol.jpg,[]
Church of Santa Maria do Olival,Igreja de Santa Maria do Olival,church,"Gótico, Templário","A Igreja de Santa Maria do Olival foi construída a partir de 1160, sob a égide do Mestre Gualdim Pais, como panteão e matriz da Ordem dos Templários em Portugal. Apresenta uma arquitetura gótica primitiva, com um portal principal de características românicas. Foi alvo de importantes obras de reconstrução no século XIII e posteriormente no século XVI. Não há um arquiteto específico nomeado para a sua construção inicial, mas a sua fundação é atribuída aos Templários no século XII.",https://pt.wikipedia.org/wiki/Igreja_de_Santa_Maria_do_Olival,523,,39.6097,-8.4116,Batch: Santarém,https://upload.wikimedia.org/wikipedia/commons/c/c8/Igreja_de_Santa_Maria_do_Olival%2C_Tomar%2C_Portugal_-_D.jpg,[]
Tower of the Gourd Clocks,Torre das Cabaças,castle,"Torre, Muralhas","A Torre das Cabaças, parte integrante das antigas muralhas de Tomar, tem as suas origens no século XV, embora a sua função de torre do relógio, com os sinos e as cabaças penduradas (que lhe dão o nome popular), tenha sido estabelecida mais tarde. É um exemplo de arquitetura militar medieval que foi adaptada para funções civis. Não há um arquiteto específico nomeado para a sua construção original.",https://pt.wikipedia.org/wiki/Torre_das_Caba%C3%A7as_(Tomar),6650,,39.6027,-8.414,Batch: Santarém,https://upload.wikimedia.org/wikipedia/commons/b/b6/Torre_das_Caba%C3%A7as%2C_Tomar%2C_Portugal_-_D.jpg,[]
Palmela Castle,Castelo de Palmela,castle,"Castelo, Medieval","Construído no século XII, com origens que remontam à presença romana e árabe. As principais intervenções e a estrutura que hoje conhecemos foram realizadas a partir do século XII pela Ordem de Santiago. Embora não exista um único arquiteto para a totalidade da sua complexa história, as campanhas de obras medievais foram supervisionadas por mestres-de-obras da Ordem de Santiago. Este castelo, predominantemente de estilo gótico militar, possui uma torre de menagem imponente e várias muralhas defensivas. Foi um ponto estratégico crucial durante a Reconquista Cristã e serviu como sede da Ordem de Santiago em Portugal, sendo um dos mais bem preservados castelos portugueses, oferecendo vistas panorâmicas sobre a região.",https://pt.wikipedia.org/wiki/Castelo_de_Palmela,PT031508090001,,38.567,-8.9,Batch: Setúbal,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Castelo_de_Palmela_2019.jpg/1280px-Castelo_de_Palmela_2019.jpg,[]
Fort of Santiago do Outão,Forte de Santiago do Outão,castle,"Forte, Arquitetura Militar, Século XVII","Construído no século XVII, mais precisamente entre 1643 e 1649, sob o reinado de D. João IV, como parte da linha de defesa costeira de Setúbal, no contexto da Restauração da Independência de Portugal. O seu arquiteto original não é explicitamente atribuído a um único mestre, mas foi uma obra militar da época. O forte apresenta uma planta irregular adaptada ao promontório rochoso, com baluartes e guaritas. Foi projetado para proteger a barra do rio Sado e a costa adjacente de ataques marítimos. Posteriormente, no século XIX, foi convertido em hospital ortopédico, função que manteve por grande parte do século XX. O seu estilo arquitetónico é o de uma fortificação abaluartada da época moderna, com muralhas robustas em alvenaria de pedra.",https://pt.wikipedia.org/wiki/Forte_de_Santiago_do_Out%C3%A3o,PT031508090006,,38.4894,-8.9567,Batch: Setúbal,https://upload.wikimedia.org/wikipedia/commons/e/ea/Forte_do_Out%C3%A3o%2C_Set%C3%BAbal.jpg,[]
Convento de Jesus of Setúbal,Convento de Jesus de Setúbal,church,"Convento, Igreja, Manuelino","Construído entre 1490 e 1500, a mando de D. Justa Rodrigues Pereira, sendo o projeto geralmente atribuído ao arquiteto Diogo de Boitaca, um dos mestres fundadores do estilo Manuelino em Portugal. Este convento é considerado um dos primeiros e mais puros exemplos da arquitetura manuelina, especialmente na sua igreja. A igreja conventual apresenta uma notável abóbada de nervuras helicoidais na capela-mor, única em Portugal, e colunas torsas que prefiguram o estilo que se desenvolveria plenamente no Mosteiro dos Jerónimos. O conjunto arquitetónico inclui a igreja, o claustro e várias dependências conventuais. Atualmente, parte do convento acolhe o Museu de Setúbal, exibindo coleções de arte sacra e arqueologia.",https://pt.wikipedia.org/wiki/Convento_de_Jesus_(Set%C3%BAbal),PT031508090005,,38.523,-8.892,Batch: Setúbal,https://upload.wikimedia.org/wikipedia/commons/c/ce/Igreja_de_Jesus_Set%C3%BAbal.jpg,[]
Portinho da Arrábida Viewpoint,Miradouro do Portinho da Arrábida,viewpoint,"Miradouro, Paisagem Natural","Construído como ponto de observação no século XX, no âmbito do desenvolvimento turístico e de conservação do Parque Natural da Arrábida. Oferece uma vista deslumbrante sobre a praia do Portinho da Arrábida, com as suas águas cristalinas e areias brancas, emoldurada pela exuberante Serra da Arrábida e pelo Oceano Atlântico. É um local de contemplação paisagística, onde a intervenção humana se limita a proporcionar acesso e segurança para apreciar a formação geológica e a biodiversidade únicas da região. Embora não seja uma construção monumental, a sua importância cultural reside na valorização e acesso a uma das paisagens naturais mais emblemáticas de Portugal, um ícone da região de Setúbal.",https://pt.wikipedia.org/wiki/Portinho_da_Arr%C3%A1bida,,,38.4725,-8.974,Batch: Setúbal,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Praia_do_Portinho_da_Arr%C3%A1bida_2020.jpg/1280px-Praia_do_Portinho_da_Arr%C3%A1bida_2020.jpg,[]
Roman Ruins of Tróia,Ruínas Romanas de Tróia,ruins,"Romano, Sítio Arqueológico","Construídas entre os séculos I e VI d.C., as Ruínas Romanas de Troia não tiveram um único arquiteto, mas sim o esforço de engenheiros e construtores romanos ao longo de várias épocas. Este complexo arqueológico foi um importante centro de produção de salgas de peixe (garum) e de conservas, florescendo durante o Império Romano. O sítio inclui um bairro de casas com termas privadas e públicas, oficinas de salga de peixe, um balneário, um cemitério e uma basílica paleocristã. A sua localização estratégica na península de Troia, junto ao estuário do Sado, facilitava o comércio. As ruínas são um testemunho notável da presença e da atividade romana na Lusitânia, revelando aspectos da vida quotidiana e da economia da época. Foram descobertas e escavadas em várias fases, sendo um dos mais extensos conjuntos de ruínas romanas costeiras em Portugal.",https://pt.wikipedia.org/wiki/Ru%C3%ADnas_romanas_de_Tr%C3%B3ia,PT031508100001,,38.468,-8.905,Batch: Setúbal,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Ruinas_romanas_de_Tr%C3%B3ia_%28vista_a%C3%A9rea%29.jpg/1280px-Ruinas_romanas_de_Tr%C3%B3ia_%28vista_a%C3%A9rea%29.jpg,[]
Sanctuary of Our Lady of Cape Espichel,Santuário de Nossa Senhora do Cabo Espichel,church,"Santuário, Barroco, Igreja","Construído principalmente entre os séculos XVII e XVIII. A igreja do santuário, dedicada a Nossa Senhora da Pedra Mua, foi edificada entre 1701 e 1707, com um projeto atribuído ao arquiteto João Antunes para a fachada e alterações posteriores. O complexo inclui a igreja, a Casa dos Círios (alojamentos para peregrinos), o Aqueduto do Cabo e a Casa da Água, formando um conjunto arquitetónico e paisagístico único. O santuário é um importante local de peregrinação, associado a lendas marianas e à devoção à Nossa Senhora do Cabo. O estilo predominante é o barroco, característico da época da sua maior expansão. A sua localização no promontório do Cabo Espichel oferece uma vista impressionante sobre o oceano, e as pegadas de dinossauros nas arribas próximas adicionam um interesse paleontológico ao local.",https://pt.wikipedia.org/wiki/Santu%C3%A1rio_de_Nossa_Senhora_do_Cabo_Espichel,PT030704020002,,38.419,-9.223,Batch: Setúbal,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Santuario_Nossa_Senhora_do_Cabo_Espichel.jpg/1280px-Santuario_Nossa_Senhora_do_Cabo_Espichel.jpg,[]
Santiago da Barra Fort,Forte de Santiago da Barra,castle,Forte,"Arquiteto: Desconhecido para o projeto inicial, mas várias figuras, incluindo Diogo de Arruda, contribuíram para o seu desenvolvimento. Ano: Iniciado nos finais do século XV, com grandes obras de fortificação no século XVI e no século XVII (especialmente durante a Guerra da Restauração). O Forte de Santiago da Barra, em Viana do Castelo, é uma impressionante fortaleza costeira, classificada como Monumento Nacional. A sua construção inicial remonta aos finais do século XV para proteger a foz do rio Lima e o porto. No século XVII, a sua estrutura foi modernizada e ampliada, adquirindo a forma de estrela irregular com quatro baluartes que vemos hoje, adaptada às novas técnicas de artilharia. Desempenhou um papel crucial na defesa da costa contra ataques marítimos. O seu estilo arquitetónico é o de uma fortificação abaluartada, típica do período da transição medieval-moderna.",https://pt.wikipedia.org/wiki/Forte_de_Santiago_da_Barra,PT011609350004,,41.6888,-8.8344,Batch: Viana do Castelo,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Viana_do_Castelo_-_Forte_de_Santiago_da_Barra_-_vista_geral_01.jpg/1024px-Viana_do_Castelo_-_Forte_de_Santiago_da_Barra_-_vista_geral_01.jpg,[]
Sanctuary of Santa Luzia,Santuário de Santa Luzia,church,Santuário,"Arquiteto: Miguel Ventura Terra. Ano: Construção iniciada em 1904 e concluída em 1959. O Santuário de Santa Luzia, em Viana do Castelo, é um dos mais emblemáticos e grandiosos templos neobizantinos de Portugal. Miguel Ventura Terra foi o arquiteto original, embora tenha falecido antes da conclusão da obra, que foi continuada por outros, incluindo o seu filho. A sua imponente presença no Monte de Santa Luzia oferece vistas panorâmicas espetaculares sobre a cidade, o estuário do rio Lima e o Atlântico. A sua arquitetura é fortemente inspirada na Basílica de Sacré-Cœur de Paris, com uma cúpula central e rosáceas notáveis.",https://pt.wikipedia.org/wiki/Santuário_de_Santa_Luzia,PT011609350005,,41.7067,-8.8267,Batch: Viana do Castelo,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Santuario_de_Santa_Luzia_Viana_do_Castelo_Portugal_-_panoramio.jpg/1024px-Santuario_de_Santa_Luzia_Viana_do_Castelo_Portugal_-_panoramio.jpg,[]
Republic Square Fountain,Chafariz da Praça da República,monument,Chafariz,"Arquiteto: João Lopes, o Velho. Ano: 1554. O Chafariz da Praça da República, em Viana do Castelo, é um dos ex-libris da cidade e um notável exemplo da arquitetura renascentista em Portugal. Situado no coração do centro histórico, foi projetado e construído por João Lopes, o Velho. A sua estrutura é composta por uma taça superior suportada por uma coluna coroada por uma figura heráldica, e uma base octogonal com quatro golfinhos que cospem água para o tanque inferior. Este chafariz, juntamente com os antigos Paços do Concelho e o Hospital Velho, confere à Praça da República um ambiente de grande beleza e importância histórica.",https://pt.wikipedia.org/wiki/Praça_da_República_(Viana_do_Castelo),PT011609350022,,41.6934,-8.8315,Batch: Viana do Castelo,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Viana_do_Castelo_-_Pra%C3%A7a_da_Rep%C3%BAblica_01.jpg/1024px-Viana_do_Castelo_-_Pra%C3%A7a_da_Rep%C3%BAblica_01.jpg,[]
Eiffel Bridge,Ponte Eiffel,monument,Ponte,"Arquiteto: A autoria é atribuída à empresa de Gustave Eiffel, embora o projeto detalhado possa ter sido de Théophile Seyrig, engenheiro da empresa. Ano: Inaugurada em 1878. A Ponte Eiffel, ou Ponte Rodoferroviária de Viana do Castelo, é uma imponente estrutura metálica que atravessa o rio Lima, ligando as duas margens do concelho. Projetada no âmbito dos grandes projetos de engenharia do século XIX, esta ponte é um notável exemplo da arquitetura do ferro, característica da época. Permite o tráfego rodoviário no tabuleiro inferior e ferroviário no superior, sendo uma obra de engenharia de grande complexidade para o seu tempo e um marco da paisagem de Viana do Castelo.",https://pt.wikipedia.org/wiki/Ponte_Eiffel_(Viana_do_Castelo),PT011609350007,,41.6908,-8.8239,Batch: Viana do Castelo,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Ponte_Eiffel_Viana_do_Castelo_2.jpg/1024px-Ponte_Eiffel_Viana_do_Castelo_2.jpg,[]
São Brás Viewpoint,Miradouro de São Brás,viewpoint,Miradouro,"Arquiteto: Não aplicável, mas as intervenções de requalificação têm sido coordenadas por arquitetos paisagistas locais. Ano: O local é histórico, mas o miradouro como o conhecemos hoje foi estruturado e melhorado no final do século XX e início do século XXI. O Miradouro de São Brás, no concelho de Vila Nova de Cerveira, oferece uma vista deslumbrante sobre o rio Minho, a fronteira com a Galiza e a paisagem verdejante circundante. É um local de culto e romaria, com uma pequena capela dedicada a São Brás. O acesso é feito por uma estrada sinuosa que revela gradualmente a grandiosidade da paisagem. A sua importância reside na beleza natural e na perspetiva única que proporciona da região.",https://pt.wikipedia.org/wiki/Vila_Nova_de_Cerveira,,,41.9366,-8.7297,Batch: Viana do Castelo,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Minho_Portugal_-_panoramio_%283%29.jpg/1024px-Minho_Portugal_-_panoramio_%283%29.jpg,[]
Lima River Walkways,Passadiços do Rio Lima,trail,Trilho,"Arquiteto: Não aplicável; projeto coordenado pelas autarquias locais, com equipas de engenharia e paisagismo. Ano: Construídos em várias fases a partir da década de 2010. Os Passadiços do Rio Lima, em Ponte de Lima, são um percurso pedonal e ciclável que se estende ao longo das margens do rio Lima, oferecendo uma experiência imersiva na natureza e na paisagem ribeirinha. Este percurso, que parte da vila de Ponte de Lima, permite apreciar a flora e fauna locais, bem como vistas pitorescas sobre o rio, campos agrícolas e a histórica Ponte Romana. É um exemplo de requalificação ambiental e de promoção do turismo de natureza e lazer ativo, contribuindo para a valorização do património natural e cultural da região.",https://pt.wikipedia.org/wiki/Ponte_de_Lima,,,41.7709,-8.5835,Batch: Viana do Castelo,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Ponte_de_Lima_-_River_Lima_walkway_2022_01.jpg/1024px-Ponte_de_Lima_-_River_Lima_walkway_2022_01.jpg,[]
