PT.DOT Data Generator
AI-Powered Cultural POI Population Tool

Img Quality

Balanced (600px)
2005 POIs Generated
Single Generation
Solares e Conventos em Viseu
Generate Single
Full Country Batch
Strategy

Enrichment (Exclude Pillories)
Strictly excludes Fountains/Pillories. Focuses on SIPA IDs for Solares, Bridges, Ermidas.

Start From (Checkpoint)

Aveiro (Step 1)
Extraction Depth (Per District)

MAXIMUM (All Feasible)
Splits requests by theme automatically.

Start Full Batch
Preview
SQL Script
CSV Export
Main Data (Clean)
Images Relations (DB)
id,name,name_pt,category,subcategory,architect,year,description,wikipedia_url,sipa_id,lat,lon,source
1128,"Convent of Saint Anthony (Alter do Chão)","Convento de Santo António (Alter do Chão)","church",,"Desconhecido","Séc. XVII","Fundado no século XVII, este convento franciscano é um exemplo da arquitetura religiosa barroca. A sua igreja possui uma fachada austera e um interior com capelas laterais e um retábulo-mor barroco.","","PT041201010004",39.1985,-7.642,"Batch (enrichment): Portalegre"
1129,"Hermitage of Our Lady of the Rock (Alter do Chão)","Ermida de Nossa Senhora da Rocha (Alter do Chão)","church",,"Desconhecido","Séc. XVI","Pequena ermida rural localizada nos arredores de Alter do Chão, com origens no século XVI. Foi objeto de intervenções posteriores, mantendo a sua característica de local de culto popular e paisagístico.","","PT041201010006",39.19,-7.65,"Batch (enrichment): Portalegre"
1130,"Mother Church of Our Lady of the Annunciation (Avis)","Igreja Matriz de Nossa Senhora da Anunciação (Avis)","church",,"Desconhecido","Séc. XVI","Igreja matriz da vila de Avis, fundada no século XIII, mas extensivamente reconstruída nos séculos XVI e XVII. Apresenta elementos góticos, manuelinos e renascentistas, refletindo a história da Ordem de Avis.","","PT041202010003",39.049,-7.893,"Batch (enrichment): Portalegre"
1131,"Convent of Saint Benedict of Avis","Convento de São Bento de Avis","church",,"Desconhecido","Séc. XIII","Antigo mosteiro da Ordem de Avis, fundado no século XIII e que se tornou a sede da Ordem. Embora grande parte do conjunto seja fortificado, a sua igreja conventual é de grande interesse, com elementos góticos e manuelinos.","","PT041202010001",39.0495,-7.8925,"Batch (enrichment): Portalegre"
1132,"Church of Mercy of Avis","Igreja da Misericórdia de Avis","church",,"Desconhecido","Séc. XVI","Edifício do século XVI, com alterações posteriores nos séculos XVII e XVIII. Possui uma fachada simples e um interior com altares e painéis de azulejos característicos da época.","","PT041202010004",39.048,-7.892,"Batch (enrichment): Portalegre"
1133,"Church of Saint Anthony (Arronches)","Igreja de Santo António (Arronches)","church",,"Desconhecido","Séc. XVII","Pequena igreja de traça popular, datada do século XVII, com um interior simples e dedicado ao culto de Santo António.","","PT041203010002",39.06,-7.3,"Batch (enrichment): Portalegre"
1134,"Mother Church of Our Lady of Light (Campo Maior)","Igreja Matriz de Nossa Senhora da Luz (Campo Maior)","church",,"Desconhecido","Séc. XVIII","Igreja de origem medieval, mas profundamente alterada nos séculos XVI e XVIII. Apresenta um portal renascentista e um interior com retábulos barrocos e uma capela-mor com abóbada.","","PT041204010003",39.018,-7.06,"Batch (enrichment): Portalegre"
1135,"Convent of Saint John (Campo Maior)","Convento de São João (Campo Maior)","church",,"Desconhecido","Séc. XVIII (reconstrução)","Fundado no século XV, este convento foi reconstruído após a explosão do castelo em 1712. A igreja conventual apresenta um estilo barroco e é um importante exemplo da arquitetura religiosa local pós-reconstrução.","","PT041204010002",39.0175,-7.059,"Batch (enrichment): Portalegre"
1136,"Marvão Castle","Castelo de Marvão","castle","Castelo Medieval","Desconhecido","Séc. IX (origem), Séc. XIII-XVII (principais intervenções)","O Castelo de Marvão é uma fortificação medieval estrategicamente localizada no topo de uma escarpa rochosa na Serra de São Mamede, no Alentejo. A sua fundação remonta ao período islâmico, com estruturas significativas erguidas no século IX. Após a Reconquista Cristã, D. Afonso Henriques concedeu foral à vila em 1160, e o castelo foi sucessivamente ampliado e reforçado, destacando-se as intervenções de D. Dinis no século XIII e as adaptações para artilharia no século XVII, durante as Guerras da Restauração. A sua impressionante torre de menagem, as muralhas e as cisternas são elementos notáveis. Devido à sua localização privilegiada, serviu como um importante ponto de defesa da fronteira com Espanha. É um dos castelos mais bem preservados de Portugal, oferecendo vistas panorâmicas sobre a paisagem circundante.","","PT041210080001",39.400556,-7.388889,"Batch (enrichment): Portalegre"
1137,"Castelo de Castelo de Vide","Castelo de Castelo de Vide","castle","Castelo Medieval","Desconhecido","Séc. XIII","O Castelo de Castelo de Vide, localizado no topo de uma colina, domina a vila e a paisagem circundante. A sua fundação é atribuída ao rei D. Dinis no século XIII, sobre vestígios de uma antiga fortificação. É um exemplo notável de arquitetura militar medieval portuguesa, com uma imponente torre de menagem, muralhas robustas e ameias. O castelo desempenhou um papel crucial na defesa da fronteira e na consolidação da nacionalidade, tendo sido palco de vários conflitos. No seu interior, encontra-se uma cisterna e a antiga Igreja de Santa Maria do Castelo. As suas muralhas envolvem parte da antiga judiaria, e o conjunto histórico é um dos mais pitorescos do Alentejo.","","PT041205020002",39.421111,-7.458056,"Batch (enrichment): Portalegre"
1138,"Portalegre Castle","Castelo de Portalegre","castle","Castelo Medieval","Desconhecido","Séc. XIII","O Castelo de Portalegre é uma fortaleza medieval que se ergue na parte mais alta da cidade. A sua construção inicial remonta ao período romano, mas foi significativamente reconstruído e ampliado sob o reinado de D. Dinis, no final do século XIII, após a concessão do foral. Possui uma imponente torre de menagem, portas fortificadas e troços de muralha que ainda hoje se podem observar, integrados na malha urbana. Desempenhou um papel vital na defesa da fronteira luso-espanhola e na história militar da região. Embora parte da estrutura original tenha sido incorporada em edifícios posteriores, mantém-se como um símbolo da herança medieval da cidade.","","PT041214080002",39.294722,-7.615278,"Batch (enrichment): Portalegre"
1139,"Alter do Chão Castle","Castelo de Alter do Chão","castle","Castelo Medieval","Desconhecido","Séc. XIII","O Castelo de Alter do Chão é uma fortificação medieval que remonta aos primórdios da nacionalidade. A sua fundação original é disputada, com vestígios que sugerem ocupação romana e árabe. A estrutura atual foi erguida e reforçada no século XIII, por ordem de D. Dinis, após a reconquista cristã. Caracteriza-se por uma planta quadrada, flanqueada por quatro torres cilíndricas nos ângulos e uma torre de menagem. Foi um ponto estratégico na defesa da região do Alto Alentejo e sofreu várias modificações ao longo dos séculos, incluindo adaptações durante as Guerras da Restauração. Atualmente, alberga o museu municipal e oferece vistas sobre a vila.","","PT041201010001",39.191667,-7.659167,"Batch (enrichment): Portalegre"
1140,"Campo Maior Castle","Castelo de Campo Maior","castle","Castelo e Fortificações Abaluartadas","Desconhecido","Séc. XIII (origem), Séc. XVII (adaptações abaluartadas)","O Castelo de Campo Maior é uma imponente fortificação medieval que desempenhou um papel central na defesa da fronteira oriental portuguesa. A sua origem remonta ao século XIII, quando foi reconstruído sobre uma fortificação islâmica. D. Dinis concedeu-lhe foral e promoveu grandes obras de reforço. No século XVII, durante as Guerras da Restauração, o castelo foi adaptado à artilharia, com a construção de baluartes e revelins, tornando-se parte de um vasto sistema de fortificações abaluartadas. A explosão do paiol em 1712 causou grandes danos, mas foi posteriormente reconstruído. Atualmente, oferece um museu e panoramas sobre a vila.","","PT041203010001",39.018333,-7.0675,"Batch (enrichment): Portalegre"
1141,"Monforte Castle","Castelo de Monforte","castle","Castelo Medieval","Desconhecido","Séc. XIII","O Castelo de Monforte é uma fortificação medieval que se ergue no ponto mais alto da vila. A sua origem é anterior à fundação da nacionalidade, com vestígios de ocupação romana e moura. Após a reconquista cristã, o castelo foi reedificado e ampliado, nomeadamente no século XIII sob o reinado de D. Dinis, que lhe concedeu foral. Possui uma planta irregular, adaptada ao terreno, com uma torre de menagem quadrangular. Desempenhou um papel defensivo importante na linha de fronteira. Embora grande parte das suas estruturas originais esteja em ruínas ou incorporada em edificações modernas, os seus vestígios ainda testemunham a sua importância histórica.","","PT041208030001",39.043056,-7.4475,"Batch (enrichment): Portalegre"
1142,"Arronches Castle","Castelo de Arronches","castle","Castelo Medieval","Desconhecido","Séc. XIII","O Castelo de Arronches é uma fortificação de origem medieval que se localiza no topo da colina onde se implanta a vila. A sua primeira construção remonta aos tempos da reconquista cristã, no século XIII, tendo sido objeto de obras de ampliação e reforço sob o reinado de D. Dinis. A sua planta é irregular, adaptada ao terreno, e destacam-se os vestígios da muralha e da torre de menagem. O castelo teve um papel relevante na defesa da fronteira com Castela, tendo sido palco de cercos e batalhas ao longo da história. Atualmente, embora em estado de ruína, alguns troços da muralha e torres subsistem.","","PT041202010001",39.074444,-7.288333,"Batch (enrichment): Portalegre"
1143,"Crato Castle","Castelo do Crato","castle","Castelo Medieval","Desconhecido","Séc. XIII","O Castelo do Crato, embora muitas vezes associado ao Mosteiro de Santa Maria de Flor da Rosa, é uma fortificação distinta, cujas origens remontam ao século XIII, quando a vila foi concedida à Ordem do Hospital. A sua estrutura defensiva foi crucial na proteção da comenda. A fortificação medieval original foi-se adaptando e integrando na malha urbana e nas construções posteriores, nomeadamente no convento-fortaleza. Os vestígios incluem troços de muralha e torres, testemunhando a sua função militar ao longo dos séculos. Hoje, o seu legado é visível na organização do centro histórico da vila.","","PT041204020001",39.278333,-7.940278,"Batch (enrichment): Portalegre"
1144,"Nisa Castle","Castelo de Nisa","castle","Castelo Medieval","Desconhecido","Séc. XIII","O Castelo de Nisa, edificado no século XIII por D. Dinis, após a doação da vila à Ordem do Templo e, posteriormente, à Ordem de Cristo, é um importante exemplar da arquitetura militar gótica. A sua construção visava reforçar a defesa da fronteira. Embora parte das suas estruturas tenha sido destruída ao longo do tempo, em especial durante as invasões e guerras, subsistem troços significativos das muralhas, a porta da vila e uma das suas torres, que hoje funciona como torre do relógio. A localização elevada do castelo oferece uma perspetiva privilegiada sobre a paisagem alentejana.","","PT041209050001",39.497222,-7.643333,"Batch (enrichment): Portalegre"
1145,"Ouguela Castle","Castelo de Ouguela","castle","Castelo de Fronteira","Desconhecido","Séc. XIII","O Castelo de Ouguela é uma pequena mas estratégica fortificação de fronteira, situada num pequeno outeiro isolado, na freguesia de Ouguela, concelho de Campo Maior. A sua origem remonta ao século XIII, tendo sido reconstruído e reforçado por D. Dinis. Com uma planta irregular, adaptada ao terreno rochoso, o castelo desempenhou um papel crucial nas Guerras da Restauração, resistindo a vários cercos. A sua modesta dimensão contrasta com a sua importância militar histórica, sendo um testemunho da defesa da fronteira. Atualmente, grande parte das suas muralhas e a torre de menagem estão bem preservadas.","","PT041203030001",39.049444,-7.027222,"Batch (enrichment): Portalegre"
1146,"Couraça Tower","Torre da Couraça","castle","Torre Defensiva","Desconhecido","Séc. XIII-XIV","A Torre da Couraça, também conhecida como Torre do Fortim, é um dos elementos defensivos remanescentes das antigas muralhas de Portalegre. Localizada na parte baixa da cidade, a couraça é uma estrutura fortificada que permitia o acesso e a proteção de uma fonte de água fora das muralhas principais, um elemento crucial em caso de cerco. Esta torre, de planta quadrangular, remonta ao período medieval, tendo sido integrada no sistema defensivo da cidade. Apesar de sofrer alterações ao longo do tempo, ainda se mantém como um importante vestígio da arquitetura militar de Portalegre.","","PT041214080016",39.294167,-7.616389,"Batch (enrichment): Portalegre"
1147,"Fort of Santa Luzia (Elvas)","Forte de Santa Luzia (Elvas)","castle","Forte Abaluartado","Cosmander","1641-1648","O Forte de Santa Luzia é uma imponente fortificação abaluartada, parte integrante das Fortificações de Elvas, Património Mundial da UNESCO. Construído no século XVII, durante as Guerras da Restauração, entre 1641 e 1648, por ordem de D. João IV, foi projetado por engenheiros militares franceses e portugueses, como Cosmander. Localizado num ponto estratégico a sul da cidade, visava proteger Elvas de ataques vindos de Espanha. O forte possui uma planta estrelada, com quatro baluartes, revelins e um fosso. Desempenhou um papel crucial em vários cercos e batalhas. Atualmente, alberga um museu militar.","","PT041206010007",38.875,-7.169722,"Batch (enrichment): Portalegre"
1148,"Fort of Graça (Elvas)","Forte da Graça (Elvas)","castle","Forte Abaluartado","Guillaume Antoine de la Lippe (Conde de Lippe)","1763-1792","O Forte de Nossa Senhora da Graça, também conhecido como Forte da Graça, é uma obra-prima da arquitetura militar do século XVIII, parte integrante das Fortificações de Elvas, Património Mundial da UNESCO. Construído entre 1763 e 1792, no cume do Monte da Graça, a norte de Elvas, sob a direção do Conde de Lippe, foi projetado para ser uma fortificação de vanguarda. Possui uma planta quadrangular com baluartes nos cantos e um reduto central em forma de torre. A sua complexidade defensiva e o seu estado de conservação são notáveis. Foi crucial na defesa da fronteira e testemunha a evolução da engenharia militar.","","PT041206010008",38.887222,-7.173889,"Batch (enrichment): Portalegre"
1149,"Clock Tower of Castelo de Vide","Torre do Relógio de Castelo de Vide","castle","Torre Medieval","Desconhecido","Séc. XIII-XIV","A Torre do Relógio de Castelo de Vide é uma estrutura medieval que se ergue no centro da vila. Embora atualmente albergue um relógio, a sua origem remonta ao século XIII, fazendo parte do sistema defensivo da vila ou do próprio castelo. A sua robustez e arquitetura sugerem uma função inicial de torre de vigia ou de defesa. Com o tempo, foi adaptada para funções civis, incorporando um relógio que marcava o ritmo da vida quotidiana. É um elemento marcante da paisagem urbana e um testemunho da história medieval de Castelo de Vide.","","PT041205020003",39.421111,-7.458333,"Batch (enrichment): Portalegre"
1150,"Old Keep Tower / Town Hall (Elvas)","Paços do Concelho / Antiga Torre de Menagem (Elvas)","castle","Torre de Menagem (adaptada)","Desconhecido","Séc. XIII (origem da torre), Séc. XVII-XVIII (adaptação a Paços)","Os atuais Paços do Concelho de Elvas foram edificados sobre a antiga torre de menagem do castelo medieval, que remonta ao século XIII. Após a fundação do concelho e o reforço das defesas da cidade, a torre foi adaptada e integrada na estrutura municipal. Ao longo dos séculos, sofreu várias transformações, perdendo as suas características puramente militares para servir de sede do poder local. Ainda hoje é possível observar vestígios da robustez original da torre na base do edifício. É um exemplo da reutilização de estruturas defensivas medievais para fins civis.","","PT041206010001",38.879722,-7.161944,"Batch (enrichment): Portalegre"
1151,"Yellow Palace (Portalegre)","Palácio Amarelo (Portalegre)","palace","Solar/Palácio Urbano","Desconhecido","Séc. XVIII","O Palácio Amarelo é um dos mais notáveis edifícios civis de Portalegre, construído no século XVIII, característico da arquitetura barroca e rococó da época. Foi residência da família Falcões, influente linhagem local. Destaca-se pela sua fachada imponente, pintada num tom amarelo vibrante, e pelos seus elaborados elementos decorativos, como janelas de sacada e ferros forjados. No seu interior, possui salões ricamente decorados com frescos, azulejos e estuques, refletindo o fausto da nobreza alentejana. Atualmente, é propriedade da Santa Casa da Misericórdia e é um ícone arquitetónico da cidade.","","PT041214080003",39.29495,-7.6163,"Batch (enrichment): Portalegre"
1152,"Barahona Palace (Portalegre)","Palácio Barahona (Portalegre)","palace","Solar/Palácio Urbano","Desconhecido","Séc. XVIII","O Palácio Barahona, também conhecido como Palácio dos Condes de Azarujinha, é um solar setecentista localizado no centro histórico de Portalegre. Erguido no século XVIII, exibe uma arquitetura barroca e neoclássica, com uma fachada elegante e sóbria. Foi a residência da família Barahona, uma das mais distintas da região. O edifício apresenta um pátio interior e um jardim. Ao longo dos anos, foi sujeito a diversas remodelações. Atualmente, parte do palácio é utilizada para habitação, mas a sua imponência ainda o destaca no conjunto urbano de Portalegre.","","PT041214080006",39.29415,-7.6148,"Batch (enrichment): Portalegre"
1153,"Avelar Palace (Portalegre)","Palácio Avelar (Portalegre)","palace","Solar Urbano","Desconhecido","Séc. XVIII","O Palácio Avelar, uma das residências nobres de Portalegre, é um edifício de traça setecentista que reflete a prosperidade da burguesia e nobreza local. Caracteriza-se por uma arquitetura elegante e equilibrada, típica do período barroco e neoclássico. A sua fachada principal, apesar de discreta, revela detalhes que denotam a sua importância. O palácio foi construído pela família Avelar e mantém-se como um exemplar significativo da arquitetura civil da cidade, contribuindo para o caráter histórico da rua onde se insere.","","PT041214080017",39.2933,-7.614,"Batch (enrichment): Portalegre"
1154,"Palace of the Counts of Azarujinha (Portalegre)","Palácio dos Condes de Azarujinha (Portalegre)","palace","Solar/Palácio Urbano","Desconhecido","Séc. XVIII","O Palácio dos Condes de Azarujinha, um imponente solar localizado no centro histórico de Portalegre, é um edifício com uma longa história. Embora por vezes confundido com o Palácio Barahona devido à proximidade e relações familiares, este palácio possui a sua própria identidade arquitetónica, com elementos do século XVIII e subsequentes adaptações. Foi residência de uma das mais nobres famílias de Portalegre, os Azarujinha. A sua fachada distingue-se pela sobriedade e pelos elementos decorativos característicos da época, como as molduras das janelas.","","PT041214080007",39.2943,-7.6149,"Batch (enrichment): Portalegre"
1155,"D. Nuno Álvares Pereira Palace (Portalegre)","Palácio D. Nuno Álvares Pereira (Portalegre)","palace","Solar/Palácio Urbano","Desconhecido","Séc. XVII-XVIII","O Palácio D. Nuno Álvares Pereira, outrora residência de uma família nobre, é um notável exemplar da arquitetura civil em Portalegre. Embora o nome possa evocar o condestável, o edifício é de época muito posterior, remontando ao século XVII ou XVIII. Apresenta uma fachada senhorial com um portal de destaque, janelas de sacada e um brasão de armas. No seu interior, o palácio revela a grandiosidade das casas nobres da época, com tetos trabalhados e elementos decorativos. Atualmente, acolhe instalações da Câmara Municipal, nomeadamente a sede da Assembleia Municipal.","","PT041214080014",39.2945,-7.615,"Batch (enrichment): Portalegre"
1156,"José Régio House-Museum (Portalegre)","Casa-Museu José Régio (Portalegre)","palace","Solar/Casa Senhorial","Desconhecido","Séc. XVIII-XIX (edifício), 1950 (residência de Régio)","A Casa-Museu José Régio é a antiga residência do escritor José Régio, localizada em Portalegre. Embora não seja um palácio no sentido tradicional, a casa possui a tipologia de um solar burguês ou de uma casa senhorial, onde o escritor viveu e colecionou arte, antiguidades e peças de arte sacra. O edifício foi adquirido por Régio em 1950 e, após a sua morte, foi convertido em casa-museu. A sua arquitetura representa uma típica casa de elite do século XVIII ou XIX, com um pátio interior e uma decoração que reflete o gosto e a personalidade do seu ilustre morador.","","PT041214080029",39.2974,-7.6166,"Batch (enrichment): Portalegre"
1157,"Caldeirões Manor House (Portalegre)","Solar dos Caldeirões (Portalegre)","palace","Solar Urbano","Desconhecido","Séc. XVIII","O Solar dos Caldeirões é uma casa nobre de Portalegre, com uma arquitetura que remonta ao século XVIII. É um exemplo típico de solar urbano alentejano, caracterizado pela sua imponência e pela presença de brasões de armas na fachada, que atestam a nobreza dos seus antigos proprietários. O edifício apresenta um pátio central e amplos salões, refletindo o modo de vida das famílias abastadas da época. Apesar de algumas alterações e da sua atual utilização, mantém a traça original e a dignidade de outrora.","","PT041214080013",39.2946,-7.616,"Batch (enrichment): Portalegre"
1158,"Noble House of Dr. José d'Assunção Coimbra (Portalegre)","Casa Nobre do Dr. José d'Assunção Coimbra (Portalegre)","palace","Casa Senhorial/Solar","Desconhecido","Séc. XVII-XVIII","Esta casa nobre, situada no coração de Portalegre, é um exemplar da arquitetura senhorial dos séculos XVII-XVIII. Embora associada a Dr. José d'Assunção Coimbra, o edifício tem uma história mais antiga, tendo sido residência de famílias abastadas. A fachada, de linhas simples mas robustas, apresenta janelas com molduras em cantaria e, por vezes, elementos heráldicos que indicam a sua proveniência nobre. A casa é um testemunho da evolução urbana e social de Portalegre, mantendo o charme das antigas residências da elite.","","PT041214080010",39.2938,-7.6155,"Batch (enrichment): Portalegre"
1159,"Manor House of the Counts of Vila Flor (Portalegre)","Solar dos Condes de Vila Flor (Portalegre)","palace","Solar Urbano","Desconhecido","Séc. XVIII","O Solar dos Condes de Vila Flor é um edifício de grande porte no centro histórico de Portalegre, construído no século XVIII. Caracteriza-se pela sua arquitetura civil barroca, com uma fachada imponente, embora sóbria, e um brasão de armas que denota a sua ligação à nobreza. A família dos Condes de Vila Flor foi uma das mais influentes da região. O solar apresenta amplos espaços interiores, incluindo salões e um pátio. É um importante exemplar da arquitetura palaciana da cidade, contribuindo para a riqueza do seu património edificado.","","PT041214080008",39.2952,-7.6158,"Batch (enrichment): Portalegre"
1160,"Mitra Palace (Portalegre)","Palácio da Mitra (Portalegre)","palace","Palácio Episcopal","Desconhecido","Séc. XVII-XVIII","O Palácio da Mitra, também conhecido como Paço Episcopal, foi a antiga residência dos bispos de Portalegre. O edifício atual, de grande imponência, é resultado de várias campanhas de obras ao longo dos séculos, destacando-se as intervenções dos séculos XVII e XVIII. Apresenta uma arquitetura senhorial com uma fachada austera, mas elegante, com elementos barrocos e neoclássicos. No seu interior, albergava salas de aparato, capela e aposentos episcopais. Após a extinção dos bispados, teve várias utilizações, mas continua a ser um dos mais importantes edifícios civis da cidade.","","PT041214080004",39.294,-7.616,"Batch (enrichment): Portalegre"
1161,"Palace of the Counts of Santiago (Castelo de Vide)","Palácio dos Condes de Santiago (Castelo de Vide)","palace","Solar Urbano","Desconhecido","Séc. XVIII","O Palácio dos Condes de Santiago é um notável solar setecentista localizado em Castelo de Vide. Foi a residência da família Frazão, que recebeu o título de Condes de Santiago. O edifício é um exemplo da arquitetura civil barroca da região, com uma fachada elegante e um portal de destaque. No seu interior, conserva elementos decorativos da época, como azulejos e tetos de madeira. O palácio testemunha a riqueza e a influência das famílias nobres que habitaram Castelo de Vide, contribuindo para o caráter histórico da vila.","","PT041205020004",39.4215,-7.4565,"Batch (enrichment): Portalegre"
1162,"Vales Manor House (Castelo de Vide)","Solar dos Vales (Castelo de Vide)","palace","Solar Urbano","Desconhecido","Séc. XVIII","O Solar dos Vales é um edifício senhorial em Castelo de Vide, que remonta ao século XVIII. A sua arquitetura reflete o estilo barroco e rococó da época, com uma fachada que combina a sobriedade com alguns elementos decorativos, como molduras nas janelas e uma porta principal elaborada. Foi a residência de uma das famílias notáveis da vila. O solar é um exemplo importante da arquitetura civil que pontua o centro histórico de Castelo de Vide, revelando a prosperidade local.","","PT041205020007",39.421,-7.457,"Batch (enrichment): Portalegre"
1163,"Guedes Palace (Crato)","Palácio Guedes (Crato)","palace","Solar Urbano","Desconhecido","Séc. XVIII","O Palácio Guedes é um solar setecentista em Crato, característico da arquitetura civil alentejana. Foi construído no século XVIII por uma família nobre, destacando-se pela sua fachada sóbria mas elegante, com elementos decorativos discretos e um portal de entrada que denota a sua importância. O edifício possui um pátio interior e, em tempos, ostentava os brasões da família Guedes. Apesar de ter sofrido alterações ao longo do tempo, mantém a sua dignidade e é um valioso testemunho da vida da nobreza rural no Alentejo.","","PT041204020003",39.28,-7.939,"Batch (enrichment): Portalegre"
1164,"Palacete of the Counts of Porto Covo (Alter do Chão)","Palacete dos Condes de Porto Covo (Alter do Chão)","palace","Palacete/Solar","Desconhecido","Séc. XVIII-XIX","O Palacete dos Condes de Porto Covo é um solar nobre localizado em Alter do Chão, construído no século XVIII ou XIX. Este palacete, de dimensões consideráveis, destaca-se pela sua arquitetura clássica e elegante, com uma fachada simétrica e detalhes decorativos sóbrios. Foi residência de uma das mais ilustres famílias da região, os Condes de Porto Covo. O edifício, que possui um jardim interior e amplos espaços, é um importante exemplar da arquitetura civil aristocrática no Alto Alentejo.","","PT041201010004",39.191,-7.66,"Batch (enrichment): Portalegre"
1165,"Ataídes House (Arronches)","Casa dos Ataídes (Arronches)","palace","Solar Urbano","Desconhecido","Séc. XVII-XVIII","A Casa dos Ataídes é um solar urbano em Arronches, datado do século XVII ou XVIII. Pertenceu à família Ataíde, uma das mais influentes da vila. Caracteriza-se por uma arquitetura sóbria, mas com elementos que denotam o seu estatuto nobre, como as cantarias nas janelas e, eventualmente, um brasão de armas (se presente). Este edifício é um bom exemplo das casas senhoriais que pontuavam as vilas do interior, refletindo a hierarquia social e o poder das famílias abastadas. A sua presença contribui para o valor histórico do centro de Arronches.","","PT041202010003",39.075,-7.287,"Batch (enrichment): Portalegre"
1166,"Ammaia Roman Ruins","Ruínas Romanas de Ammaia","archaeology","Ruínas Romanas","Desconhecido","Séc. I a.C. - Séc. IV d.C.","As ruínas da cidade romana de Ammaia, localizadas no concelho de Marvão, representam um dos mais importantes vestígios da presença romana na Península Ibérica. Fundada no século I a.C., Ammaia prosperou como um centro urbano significativo, chegando a ser elevada ao estatuto de município no reinado de Lúcio Vero (161-169 d.C.). As escavações revelaram uma área urbana bem organizada, incluindo fórum, templo, termas, casas e uma muralha defensiva. A cidade foi abandonada progressivamente a partir do século V d.C., com a sua pedra sendo reutilizada em construções posteriores.","","PT021207040003",39.3875,-7.387,"Batch (enrichment): Portalegre"
1167,"Vila Formosa Roman Bridge","Ponte Romana de Vila Formosa","monument","Ponte","Desconhecido","Séc. I d.C.","A Ponte Romana de Vila Formosa, no concelho de Alter do Chão, é um notável exemplo da engenharia civil romana em Portugal. Construída provavelmente no século I d.C. para integrar uma importante via romana que ligava Mérida a Olisipo (Lisboa), esta ponte sobre a Ribeira de Seda mantém ainda grande parte da sua estrutura original. Apresenta vários arcos de volta perfeita, construídos com silhares bem aparelhados, demonstrando a robustez e durabilidade das técnicas construtivas romanas. É um monumento que se destaca pela sua integridade e pela paisagem natural envolvente.","","PT021201010001",39.2274,-7.5303,"Batch (enrichment): Portalegre"
1168,"Laje dos Mouros Dolmen","Anta da Laje dos Mouros","archaeology","Anta","Desconhecido","4000-3000 a.C.","A Anta da Laje dos Mouros, também conhecida como Dólmen da Laje dos Mouros, é um monumento megalítico situado na freguesia de Cunheira, Alter do Chão. Este dólmen, datado do Neolítico, é um testemunho da cultura funerária pré-histórica na região. Consiste numa câmara poligonal com um corredor, coberta por uma grande laje. Embora parcialmente danificado ao longo dos séculos, o monumento ainda revela a imponência das construções megalíticas e a sua integração na paisagem agrária, sendo um local de grande interesse arqueológico.","","PT021201020002",39.2201,-7.5951,"Batch (enrichment): Portalegre"
1169,"Amoreira Aqueduct","Aqueduto da Amoreira","monument","Aqueduto","Francisco de Arruda, Diogo Mendes","1537-1622","O Aqueduto da Amoreira, em Elvas, é uma obra-prima da engenharia hidráulica renascentista e um dos maiores e mais impressionantes aquedutos do mundo. A sua construção iniciou-se em 1537 sob a direção de Francisco de Arruda e foi concluída no século XVII por Diogo Mendes e outros. Com cerca de 7,5 km de extensão e algumas secções com cinco arcos sobrepostos, o aqueduto foi vital para o abastecimento de água à cidade-fortaleza de Elvas, permitindo-lhe resistir a longos cercos. É classificado como Património Mundial pela UNESCO, integrado nas Fortificações de Elvas.","","PT021209010006",38.8872,-7.1648,"Batch (enrichment): Portalegre"
1170,"Crato Village Bridge","Ponte da Vila (Crato)","monument","Ponte","Desconhecido","Séc. XVI","A Ponte da Vila, localizada no Crato, é uma ponte medieval que atravessa a Ribeira do Crato. Embora a sua origem possa ser mais antiga, a sua configuração atual data principalmente do século XVI, refletindo as intervenções necessárias para a manutenção das rotas comerciais e militares da época. Construída em alvenaria de pedra, a ponte é um elemento fundamental na paisagem da vila, ligando as margens da ribeira e testemunhando a evolução das infraestruturas viárias medievais no Alentejo. A sua arquitetura simples e robusta é característica das pontes rurais da Idade Média.","","PT021205030005",39.2842,-7.9404,"Batch (enrichment): Portalegre"
1171,"Crato Dolmen","Anta do Crato","archaeology","Anta","Desconhecido","4000-3000 a.C.","A Anta do Crato, também conhecida como Dólmen do Padrão, é um monumento megalítico situado nas proximidades da vila do Crato. Datada do período Neolítico, esta anta apresenta uma câmara poligonal e um corredor, características típicas dos monumentos funerários da época. Apesar das alterações e danos sofridos ao longo dos milénios, a sua estrutura ainda é visível e demonstra a importância das comunidades pré-históricas que habitavam a região. É um local de relevante valor arqueológico, inserido numa paisagem rica em vestígios megalíticos.","","PT021205030001",39.2985,-7.9547,"Batch (enrichment): Portalegre"
1172,"Medieval Bridge over Ribeira de Nisa","Ponte Medieval sobre a Ribeira de Nisa","monument","Ponte","Desconhecido","Séc. XIV","A Ponte Medieval sobre a Ribeira de Nisa, localizada no concelho de Nisa, é um exemplar bem preservado da arquitetura medieval militar e civil. Construída provavelmente no século XIV, esta ponte foi fundamental para a travessia da ribeira, facilitando o comércio e a comunicação entre as diferentes localidades da região. A sua estrutura em arco de pedra, resistente ao fluxo das águas, testemunha a engenhosidade dos construtores medievais. Serve como um elo entre o passado e o presente, mantendo-se em uso e integrado na paisagem local.","","PT021210060001",39.5298,-7.6366,"Batch (enrichment): Portalegre"
